,accuracy,f1-measure,false-positive-rate,precision,recall
0,0.936259351621,0.967080521354,1.0,0.997343534162,0.9386
1,0.93885286783,0.968380873781,0.0,1.0,0.9387
2,0.939351620948,0.968646864686,0.0,1.0,0.9392
3,0.938653366584,0.968274438999,0.0,1.0,0.9385
