,accuracy,f1-measure,false-positive-rate,precision,recall
0,0.648351648352,0.786666666667,1.0,0.914728682171,0.690058479532
1,0.945054945055,0.969879518072,0.0,1.0,0.941520467836
2,0.593406593407,0.73381294964,0.454545454545,0.953271028037,0.59649122807
3,0.923076923077,0.958823529412,0.545454545455,0.96449704142,0.953216374269
